scenario,method,task_id,seed,receiver_id,memory_id,expose_reward,withhold_reward,delta,decision
bargaining,smtr_uniform,bargaining:1,1,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,1,receiver_3,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_receiver,bargaining:1,1,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,1,receiver_1,syn-barg-001-a2,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,1,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,1,receiver_2,syn-barg-001-a2,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,1,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,2,receiver_1,syn-barg-001-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_1,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_1,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_1,syn-barg-001-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_1,syn-barg-001-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,2,receiver_2,syn-barg-001-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_2,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_2,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_2,syn-barg-001-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_2,syn-barg-001-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,2,receiver_3,syn-barg-001-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_3,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_3,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_3,syn-barg-001-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_3,syn-barg-001-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,2,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,2,receiver_1,syn-barg-001-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_1,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_1,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_2,syn-barg-001-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_2,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_2,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_3,syn-barg-001-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_3,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,2,receiver_3,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_uniform,bargaining:1,2,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,2,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,2,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,2,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,2,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,2,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,3,receiver_1,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,3,receiver_1,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_1,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,3,receiver_1,syn-barg-001-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_1,syn-barg-001-a5,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_1,syn-barg-001-a6,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_2,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,3,receiver_2,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_2,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,3,receiver_2,syn-barg-001-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_2,syn-barg-001-a5,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_2,syn-barg-001-a6,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_3,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,3,receiver_3,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_3,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_3,syn-barg-001-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_3,syn-barg-001-a5,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,3,receiver_3,syn-barg-001-a6,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,3,receiver_1,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,3,receiver_1,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,3,receiver_1,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,3,receiver_2,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,3,receiver_2,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,3,receiver_2,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,3,receiver_3,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,3,receiver_3,syn-barg-001-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,3,receiver_3,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_uniform,bargaining:1,3,receiver_1,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,3,receiver_1,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,3,receiver_2,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,3,receiver_2,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,3,receiver_3,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,3,receiver_3,syn-barg-001-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_receiver,bargaining:1,3,receiver_1,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,3,receiver_1,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,3,receiver_2,syn-barg-001-a3,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,3,receiver_2,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,3,receiver_3,syn-barg-001-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,4,receiver_1,syn-barg-001-a1,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_1,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_1,syn-barg-001-a3,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_1,syn-barg-001-a4,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_1,syn-barg-001-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,4,receiver_2,syn-barg-001-a1,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_2,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_2,syn-barg-001-a3,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_2,syn-barg-001-a4,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_2,syn-barg-001-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:1,4,receiver_3,syn-barg-001-a1,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_3,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_3,syn-barg-001-a3,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_3,syn-barg-001-a4,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_3,syn-barg-001-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:1,4,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:1,4,receiver_1,syn-barg-001-a1,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_1,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_1,syn-barg-001-a3,0.0,1.0,-1.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_2,syn-barg-001-a1,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_2,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_2,syn-barg-001-a3,0.0,1.0,-1.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_3,syn-barg-001-a1,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_3,syn-barg-001-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:1,4,receiver_3,syn-barg-001-a3,0.0,1.0,-1.0,injected_unvalidated
bargaining,smtr_uniform,bargaining:1,4,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,4,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:1,4,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,4,receiver_1,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,4,receiver_2,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:1,4,receiver_3,syn-barg-001-a6,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,0,receiver_1,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,0,receiver_1,syn-barg-100-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_1,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,0,receiver_1,syn-barg-100-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_1,syn-barg-100-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_1,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_2,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_2,syn-barg-100-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_2,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,0,receiver_2,syn-barg-100-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_2,syn-barg-100-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_2,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_3,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,0,receiver_3,syn-barg-100-a2,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_3,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,0,receiver_3,syn-barg-100-a4,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_3,syn-barg-100-a5,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,0,receiver_3,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,0,receiver_1,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,0,receiver_1,syn-barg-100-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,0,receiver_1,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,0,receiver_2,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,0,receiver_2,syn-barg-100-a2,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,0,receiver_2,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,0,receiver_3,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,0,receiver_3,syn-barg-100-a2,0.0,1.0,-1.0,injected_unvalidated
bargaining,retrieval,bargaining:100,0,receiver_3,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,0,receiver_1,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,0,receiver_1,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,0,receiver_2,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,0,receiver_2,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_uniform,bargaining:100,0,receiver_3,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,0,receiver_3,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,0,receiver_1,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,0,receiver_1,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,0,receiver_2,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,0,receiver_3,syn-barg-100-a3,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,0,receiver_3,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,1,receiver_1,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_1,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,1,receiver_1,syn-barg-100-a3,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_1,syn-barg-100-a4,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_1,syn-barg-100-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_1,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_2,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,1,receiver_2,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,1,receiver_2,syn-barg-100-a3,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_2,syn-barg-100-a4,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_2,syn-barg-100-a5,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_2,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_3,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_3,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,1,receiver_3,syn-barg-100-a3,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_3,syn-barg-100-a4,0.0,1.0,-1.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_3,syn-barg-100-a5,1.0,1.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,1,receiver_3,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,1,receiver_1,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,1,receiver_1,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,1,receiver_1,syn-barg-100-a3,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,1,receiver_2,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,1,receiver_2,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,1,receiver_2,syn-barg-100-a3,1.0,1.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,1,receiver_3,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,retrieval,bargaining:100,1,receiver_3,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,retrieval,bargaining:100,1,receiver_3,syn-barg-100-a3,1.0,1.0,0.0,injected_unvalidated
bargaining,smtr_uniform,bargaining:100,1,receiver_1,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,1,receiver_1,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_uniform,bargaining:100,1,receiver_2,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,1,receiver_2,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,1,receiver_3,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,smtr_uniform,bargaining:100,1,receiver_3,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,smtr_receiver,bargaining:100,1,receiver_1,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,1,receiver_2,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,1,receiver_2,syn-barg-100-a1,1.0,0.0,1.0,validated
bargaining,smtr_receiver,bargaining:100,1,receiver_3,syn-barg-100-a2,1.0,0.0,1.0,validated
bargaining,full_memory,bargaining:100,2,receiver_1,syn-barg-100-a1,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,2,receiver_1,syn-barg-100-a2,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,2,receiver_1,syn-barg-100-a3,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,2,receiver_1,syn-barg-100-a4,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,2,receiver_1,syn-barg-100-a5,0.0,0.0,0.0,injected_unvalidated
bargaining,full_memory,bargaining:100,2,receiver_1,syn-barg-100-a6,0.0,0.0,0.0,injected_unvalidated
